product_name,reviewer,review_date,review_text
Sony Cyber shot DSC W800 Digital Camera Black with 64GB Accessory Kit,CC53,1/30/2015,"It seems that most of my pictures so far are blurry and out of focus. Needless to say, I'm disappointed and discouraged. It's too late to return it, and I haven't had time to figure out if there's anything I can do about it, but I had hoped it would be easy to use and give better results."
Sony Cyber shot DSC W800 Digital Camera Black with 64GB Accessory Kit,Sophia312,11/8/2017,I need an affordable pocket camera for an event I was going to. I must sat I am disappointed in the quality of the photos that this camera produces. For the price range I didn't expect too much. Low light is extremely bad and the camera is really slow in processing the photo.
Sony Cyber shot DSC W800 Digital Camera Black with 64GB Accessory Kit,Demitrius,2/7/2017,I bought this last year June and it's my go to for quick shots. I have to say the quality is pretty decent I was able to get near professional quality pictures! As you may know it's not a dslr and is limited when it comes to settings. Videos aren't the best but if you're starting out its a great start!
Sony Cyber shot DSC W800 Digital Camera Black with 64GB Accessory Kit,cyberruk,10/25/2017,"I am an educator who teaches public speaking and presentation skills. I needed an inexpensive camera that could also take video so I could record student presentations and provide direct feedback on how to improve. The Sony DSCW800 meets every requirement I have. When on a mini-tripod, the battery compartment is accessible and I can exchange the SD card simply. Compact yet providing sufficiently high resolution and good enough sound quality. The camera is light weight and does not add any appreciable burden to an already overload computer bag."
Sony Cyber shot DSC W800 Digital Camera Black with 64GB Accessory Kit,lfno,12/28/2019,"I bought this to replace a similar Sony camera that finally died. I was so happy with my first purchase, that I looked for the same camera. The features have been updated and this model is easier to use. It is easy to recharge, easy to upload photos, and takes tremendous pictures."
Sony Cyber shot DSC W800 Digital Camera Black with 64GB Accessory Kit,R Russell,9/2/2018,"Yea, opened the box, and added all accessories, got up and running in less than 5-minutes!

Awesome! all devices should be so logical, thanks Sony...

Also, bought a 128GB card, could not tell from the Sony site if it would would work or not, there was nothing online that said it would not work...It works perfectly...128GB WOW!"
Sony Cyber shot DSC W800 Digital Camera Black with 64GB Accessory Kit,watch4it,5/25/2019,"Was rather confusing with the instructions, Had to try numerous search and select before I was actually able to talk to a live technician to accomplish the finalization on the install. 
Now I just hope that I can remember the steps to transfer the pictures from the camera to the PC. Was very confusing, had me baffled."
Sony Cyber shot DSC W800 Digital Camera Black with 64GB Accessory Kit,Happy Jack MO,1/4/2020,"Being vastly old school, I miss the eyepiece in any camera, but this little Sony is very easy to use, has a very clear view screen, and a snappy response time so what I picture is what I capture. Bright, crisp images. I tested it on several ""ugly sweaters"" and got good resolution on convoluted patterns. Colors conform nicely both on screen, on computer screen and in print."
Sony Cyber shot DSC W800 Digital Camera Black with 64GB Accessory Kit,,4/6/2015,Very lite &easy to ue
Sony Cyber shot DSC W800 Digital Camera Black with 64GB Accessory Kit,bhupee,11/21/2016,"nice picture quality.easy to use,light weight,nice disign."
Sony Cyber shot DSC W800 Digital Camera Black with 64GB Accessory Kit,Quejay,12/27/2014,Great little snap shot camera. Produces clear pictures that have great contrast.
Sony Cyber shot DSC W800 Digital Camera Black with 64GB Accessory Kit,ask her,2/5/2018,"found this wonderful camera while flying, as a friend had one, so purchased it."
Sony Cyber shot DSC W800 Digital Camera Black with 64GB Accessory Kit,ttsup,3/16/2015,"Worst quality in a photo I have ever seen. Not worth the price. It's more like a Kodak camera, not Sony."
Sony Cyber shot DSC W800 Digital Camera Black with 64GB Accessory Kit,jofitzpatri,1/6/2015,the 800 and 810 models are great cameras at a very affordable prices.we have both models and have been very satisfied.
Sony Cyber shot DSC W800 Digital Camera Black with 64GB Accessory Kit,cmills33138,3/9/2020,The DCSW800B camera comes in handy for taking quick tourist photos with a better zoom and photo quality than my mobile phone. No drivers were necessary and the device was immediately recognized by my system running Ubuntu Studio.
Sony Cyber shot DSC W800 Digital Camera Black with 64GB Accessory Kit,duncanlight,6/18/2018,"I bought this a little over a month ago.  It's an okay camera, does take a second or so when you snap the picture for it to actually take it.  When recording video, it sometimes gets blurry if you move."
Sony Cyber shot DSC W800 Digital Camera Black with 64GB Accessory Kit,JennieB,8/11/2017,I purchased this because my husband and I will be going on a cruise soon.  I wanted to give myself plenty of time to learn about my camera.  It is so easy to operate and I look forward to using it and taking great pictures.
Sony Cyber shot DSC W800 Digital Camera Black with 64GB Accessory Kit,Sujoy7635,8/12/2020,"I bought a new Sony digital camera online. It is a nice camera, small, easy to use menu and taking pictures. I registered my product. I like photography. Sony is a cool company."
Sony Cyber shot DSC W800 Digital Camera Black with 64GB Accessory Kit,Johnwmck,2/16/2015,"The Sony camera is very easy to use,an it takes very good pictures.My hands shake and the camera takes the movement away.I'm very satisfied with it.I can't wait till I can afford a new one."
Sony Cyber shot DSC W800 Digital Camera Black with 64GB Accessory Kit,RevB,1/2/2015,Got this camera as a reward from my employer . The camera has 20 mega pix lens the focus on it is terrible the features are confusing and the documentary for it is worse.
Sony Cyber shot DSC W800 Digital Camera Black with 64GB Accessory Kit,lhoward51,5/22/2018,"SIMPLE instructions on the basic use of the camera are needed.
For ratings below, I have not yewt used the camera enough to give it a meaningful rating."
Sony Cyber shot DSC W800 Digital Camera Black with 64GB Accessory Kit,Hsjdbjz,1/2/2019,It is apsulutli like the 1000 mark 6 and like a dslr
Sony Cyber shot DSC W800 Digital Camera Black with 64GB Accessory Kit,CoolXDude1,11/29/2018,Awesome beginner camera. It takes amazing photos. I totally recommend.
Sony Cyber shot DSC W800 Digital Camera Black with 64GB Accessory Kit,Compucore,4/23/2015,A nice replacement camera to my old Kodak MD863 that I have put through use when making my vlogs. The only problem which is minor one is that I could find is that I cannot download the files directly on my Ubuntu Studio workstation. I have to go through downloading the video through a windows 7 based computer then transfer it over via USB. My older Kodak MD863 which was able to do so without a problem. And that one they had mentioned was for windows and Mac only. I had no problem with my older digital camera. It's ashame that this one couldn't be done with this model here. as well.
Sony Cyber shot DSC W800 Digital Camera Black with 64GB Accessory Kit,oldguy2,12/30/2014,"Still don't like the delay a digital camera always has between when you press the button and it actually takes the photo. I know it's auto-focusing and deciding whether to use a flash or not, etc. But I would rather it takes the shot I want when I want it instead of when it's ready. Kids, animals, and live action shots don't cooperate for very long."
Sony Cyber shot DSC W800 Digital Camera Black with 64GB Accessory Kit,Texie,1/18/2015,"It is more complicated than I anticipated! Have taken a few pics and most of them have turned out good. So many settings! Finally got 'date' put in, but not in the way I wanted it. The text on the paper instructions has to be read with a magnifying glass. I've gone to the online instructions once...they were overwhelming. But I haven't given up yet!"
